date,sku_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,demand_forecast,total_revenue,total_cost,profit,profit_margin,below_reorder_flag,lost_sales_units,lost_revenue,forecast_error,abs_forecast_error
2024-06-19,SKU_13,WH_3,SUP_7,West,12,467,14,382,0,6.01,8.52,0,0,12.15,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,-0.15000000000000036,0.15000000000000036
2024-06-20,SKU_13,WH_3,SUP_7,South,40,427,14,382,0,6.01,8.52,1,0,46.52,340.79999999999995,240.39999999999998,100.39999999999998,0.29460093896713613,0,0.0,0.0,-6.520000000000003,6.520000000000003
2024-06-21,SKU_13,WH_3,SUP_7,West,31,396,14,382,0,6.01,8.52,0,0,34.27,264.12,186.31,77.81,0.29460093896713613,0,0.0,0.0,-3.270000000000003,3.270000000000003
2024-06-22,SKU_13,WH_3,SUP_7,East,19,377,14,382,0,6.01,8.52,0,0,20.41,161.88,114.19,47.69,0.29460093896713613,1,0.0,0.0,-1.4100000000000001,1.4100000000000001
2024-06-23,SKU_13,WH_3,SUP_7,West,15,602,14,382,240,6.01,8.52,0,0,14.75,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,0.25,0.25
2024-06-24,SKU_13,WH_3,SUP_7,East,31,571,14,382,0,6.01,8.52,0,0,29.21,264.12,186.31,77.81,0.29460093896713613,0,0.0,0.0,1.7899999999999991,1.7899999999999991
2024-06-25,SKU_13,WH_3,SUP_7,West,15,556,14,382,0,6.01,8.52,0,0,12.89,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,2.1099999999999994,2.1099999999999994
2024-06-26,SKU_13,WH_3,SUP_7,South,18,538,14,382,0,6.01,8.52,1,0,17.7,153.35999999999999,108.17999999999999,45.17999999999999,0.29460093896713613,0,0.0,0.0,0.3000000000000007,0.3000000000000007
2024-06-27,SKU_13,WH_3,SUP_7,South,19,519,14,382,0,6.01,8.52,0,0,23.1,161.88,114.19,47.69,0.29460093896713613,0,0.0,0.0,-4.100000000000001,4.100000000000001
2024-06-28,SKU_13,WH_3,SUP_7,North,22,497,14,382,0,6.01,8.52,0,0,21.43,187.44,132.22,55.22,0.29460093896713613,0,0.0,0.0,0.5700000000000003,0.5700000000000003
2024-06-29,SKU_13,WH_3,SUP_7,South,17,480,14,382,0,6.01,8.52,0,0,16.23,144.84,102.17,42.67,0.29460093896713613,0,0.0,0.0,0.7699999999999996,0.7699999999999996
2024-06-30,SKU_13,WH_3,SUP_7,North,18,462,14,382,0,6.01,8.52,0,0,21.37,153.35999999999999,108.17999999999999,45.17999999999999,0.29460093896713613,0,0.0,0.0,-3.370000000000001,3.370000000000001
2024-07-01,SKU_13,WH_3,SUP_7,South,27,435,14,382,0,6.01,8.52,0,0,29.81,230.04,162.26999999999998,67.77000000000001,0.2946009389671362,0,0.0,0.0,-2.8099999999999987,2.8099999999999987
2024-07-02,SKU_13,WH_3,SUP_7,East,25,410,14,382,0,6.01,8.52,0,0,29.06,213.0,150.25,62.75,0.29460093896713613,0,0.0,0.0,-4.059999999999999,4.059999999999999
2024-07-03,SKU_13,WH_3,SUP_7,North,19,391,14,382,0,6.01,8.52,0,0,18.62,161.88,114.19,47.69,0.29460093896713613,0,0.0,0.0,0.379999999999999,0.379999999999999
2024-07-04,SKU_13,WH_3,SUP_7,West,17,374,14,382,0,6.01,8.52,0,0,19.23,144.84,102.17,42.67,0.29460093896713613,1,0.0,0.0,-2.2300000000000004,2.2300000000000004
2024-07-05,SKU_13,WH_3,SUP_7,South,18,836,14,382,480,6.01,8.52,0,0,19.24,153.35999999999999,108.17999999999999,45.17999999999999,0.29460093896713613,0,0.0,0.0,-1.2399999999999984,1.2399999999999984
2024-07-06,SKU_13,WH_3,SUP_7,West,23,813,14,382,0,6.01,8.52,0,0,18.5,195.95999999999998,138.23,57.72999999999999,0.29460093896713613,0,0.0,0.0,4.5,4.5
2024-07-07,SKU_13,WH_3,SUP_7,North,12,801,14,382,0,6.01,8.52,0,0,13.25,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,-1.25,1.25
2024-07-08,SKU_13,WH_3,SUP_7,East,18,783,14,382,0,6.01,8.52,0,0,18.87,153.35999999999999,108.17999999999999,45.17999999999999,0.29460093896713613,0,0.0,0.0,-0.870000000000001,0.870000000000001
2024-07-09,SKU_13,WH_3,SUP_7,West,6,777,14,382,0,6.01,8.52,0,0,9.98,51.12,36.06,15.059999999999995,0.2946009389671361,0,0.0,0.0,-3.9800000000000004,3.9800000000000004
2024-07-10,SKU_13,WH_3,SUP_7,South,11,766,14,382,0,6.01,8.52,0,0,7.74,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,3.26,3.26
2024-07-11,SKU_13,WH_3,SUP_7,West,24,742,14,382,0,6.01,8.52,0,0,23.8,204.48,144.24,60.23999999999998,0.2946009389671361,0,0.0,0.0,0.1999999999999993,0.1999999999999993
2024-07-12,SKU_13,WH_3,SUP_7,East,20,722,14,382,0,6.01,8.52,0,0,24.97,170.39999999999998,120.19999999999999,50.19999999999999,0.29460093896713613,0,0.0,0.0,-4.969999999999999,4.969999999999999
2024-07-13,SKU_13,WH_3,SUP_7,North,13,709,14,382,0,6.01,8.52,0,0,14.24,110.75999999999999,78.13,32.629999999999995,0.29460093896713613,0,0.0,0.0,-1.2400000000000002,1.2400000000000002
2024-07-14,SKU_13,WH_3,SUP_7,West,25,684,14,382,0,6.01,8.52,0,0,19.25,213.0,150.25,62.75,0.29460093896713613,0,0.0,0.0,5.75,5.75
2024-07-15,SKU_13,WH_3,SUP_7,West,20,664,14,382,0,6.01,8.52,0,0,21.1,170.39999999999998,120.19999999999999,50.19999999999999,0.29460093896713613,0,0.0,0.0,-1.1000000000000014,1.1000000000000014
2024-07-16,SKU_13,WH_3,SUP_7,West,12,652,14,382,0,6.01,8.52,0,0,10.68,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,1.3200000000000003,1.3200000000000003
2024-07-17,SKU_13,WH_3,SUP_7,North,23,629,14,382,0,6.01,8.52,0,0,23.32,195.95999999999998,138.23,57.72999999999999,0.29460093896713613,0,0.0,0.0,-0.3200000000000003,0.3200000000000003
2024-07-18,SKU_13,WH_3,SUP_7,North,28,601,14,382,0,6.01,8.52,0,0,32.02,238.56,168.28,70.28,0.29460093896713613,0,0.0,0.0,-4.020000000000003,4.020000000000003
2024-07-19,SKU_13,WH_3,SUP_7,North,19,582,14,382,0,6.01,8.52,1,0,18.41,161.88,114.19,47.69,0.29460093896713613,0,0.0,0.0,0.5899999999999999,0.5899999999999999
2024-07-20,SKU_13,WH_3,SUP_7,East,22,560,14,382,0,6.01,8.52,0,0,19.24,187.44,132.22,55.22,0.29460093896713613,0,0.0,0.0,2.7600000000000016,2.7600000000000016
2024-07-21,SKU_13,WH_3,SUP_7,West,11,549,14,382,0,6.01,8.52,0,0,7.31,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,3.6900000000000004,3.6900000000000004
2024-07-22,SKU_13,WH_3,SUP_7,South,15,534,14,382,0,6.01,8.52,0,0,14.47,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,0.5299999999999994,0.5299999999999994
2024-07-23,SKU_13,WH_3,SUP_7,West,22,512,14,382,0,6.01,8.52,0,0,22.04,187.44,132.22,55.22,0.29460093896713613,0,0.0,0.0,-0.03999999999999915,0.03999999999999915
2024-07-24,SKU_13,WH_3,SUP_7,South,5,507,14,382,0,6.01,8.52,0,0,9.09,42.599999999999994,30.049999999999997,12.549999999999997,0.29460093896713613,0,0.0,0.0,-4.09,4.09
2024-07-25,SKU_13,WH_3,SUP_7,West,6,501,14,382,0,6.01,8.52,0,0,6.66,51.12,36.06,15.059999999999995,0.2946009389671361,0,0.0,0.0,-0.6600000000000001,0.6600000000000001
2024-07-26,SKU_13,WH_3,SUP_7,East,11,490,14,382,0,6.01,8.52,0,0,8.41,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,2.59,2.59
2024-07-27,SKU_13,WH_3,SUP_7,East,15,475,14,382,0,6.01,8.52,0,0,11.89,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,3.1099999999999994,3.1099999999999994
2024-07-28,SKU_13,WH_3,SUP_7,North,13,462,14,382,0,6.01,8.52,0,0,14.43,110.75999999999999,78.13,32.629999999999995,0.29460093896713613,0,0.0,0.0,-1.4299999999999997,1.4299999999999997
2024-07-29,SKU_13,WH_3,SUP_7,West,2,460,14,382,0,6.01,8.52,0,0,1.78,17.04,12.02,5.02,0.29460093896713613,0,0.0,0.0,0.21999999999999997,0.21999999999999997
2024-07-30,SKU_13,WH_3,SUP_7,West,22,438,14,382,0,6.01,8.52,0,0,21.49,187.44,132.22,55.22,0.29460093896713613,0,0.0,0.0,0.5100000000000016,0.5100000000000016
2024-07-31,SKU_13,WH_3,SUP_7,West,4,434,14,382,0,6.01,8.52,0,0,2.54,34.08,24.04,10.04,0.29460093896713613,0,0.0,0.0,1.46,1.46
2024-08-01,SKU_13,WH_3,SUP_7,East,16,418,14,382,0,6.01,8.52,0,0,13.33,136.32,96.16,40.16,0.29460093896713613,0,0.0,0.0,2.67,2.67
2024-08-02,SKU_13,WH_3,SUP_7,South,9,409,14,382,0,6.01,8.52,0,0,7.2,76.67999999999999,54.089999999999996,22.589999999999996,0.29460093896713613,0,0.0,0.0,1.7999999999999998,1.7999999999999998
2024-08-03,SKU_13,WH_3,SUP_7,East,12,397,14,382,0,6.01,8.52,0,0,10.28,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,1.7200000000000006,1.7200000000000006
2024-08-04,SKU_13,WH_3,SUP_7,North,15,382,14,382,0,6.01,8.52,0,0,12.41,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,1,0.0,0.0,2.59,2.59
2024-08-05,SKU_13,WH_3,SUP_7,South,0,835,14,382,453,6.01,8.52,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2024-08-06,SKU_13,WH_3,SUP_7,East,24,811,14,382,0,6.01,8.52,0,0,22.22,204.48,144.24,60.23999999999998,0.2946009389671361,0,0.0,0.0,1.7800000000000011,1.7800000000000011
2024-08-07,SKU_13,WH_3,SUP_7,North,17,794,14,382,0,6.01,8.52,0,0,14.05,144.84,102.17,42.67,0.29460093896713613,0,0.0,0.0,2.9499999999999993,2.9499999999999993
2024-08-08,SKU_13,WH_3,SUP_7,West,2,792,14,382,0,6.01,8.52,0,0,0.56,17.04,12.02,5.02,0.29460093896713613,0,0.0,0.0,1.44,1.44
2024-08-09,SKU_13,WH_3,SUP_7,North,8,784,14,382,0,6.01,8.52,0,0,6.9,68.16,48.08,20.08,0.29460093896713613,0,0.0,0.0,1.0999999999999996,1.0999999999999996
2024-08-10,SKU_13,WH_3,SUP_7,West,11,773,14,382,0,6.01,8.52,0,0,11.66,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,-0.6600000000000001,0.6600000000000001
2024-08-11,SKU_13,WH_3,SUP_7,West,9,764,14,382,0,6.01,8.52,0,0,12.59,76.67999999999999,54.089999999999996,22.589999999999996,0.29460093896713613,0,0.0,0.0,-3.59,3.59
2024-08-12,SKU_13,WH_3,SUP_7,South,13,751,14,382,0,6.01,8.52,0,0,12.11,110.75999999999999,78.13,32.629999999999995,0.29460093896713613,0,0.0,0.0,0.8900000000000006,0.8900000000000006
2024-08-13,SKU_13,WH_3,SUP_7,North,23,728,14,382,0,6.01,8.52,1,0,18.97,195.95999999999998,138.23,57.72999999999999,0.29460093896713613,0,0.0,0.0,4.030000000000001,4.030000000000001
2024-08-14,SKU_13,WH_3,SUP_7,South,11,717,14,382,0,6.01,8.52,0,0,7.2,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,3.8,3.8
2024-08-15,SKU_13,WH_3,SUP_7,North,20,697,14,382,0,6.01,8.52,0,0,17.54,170.39999999999998,120.19999999999999,50.19999999999999,0.29460093896713613,0,0.0,0.0,2.460000000000001,2.460000000000001
2024-08-16,SKU_13,WH_3,SUP_7,South,10,687,14,382,0,6.01,8.52,0,0,8.21,85.19999999999999,60.099999999999994,25.099999999999994,0.29460093896713613,0,0.0,0.0,1.7899999999999991,1.7899999999999991
2024-08-17,SKU_13,WH_3,SUP_7,South,12,675,14,382,0,6.01,8.52,0,0,11.73,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,0.2699999999999996,0.2699999999999996
2024-08-18,SKU_13,WH_3,SUP_7,East,8,667,14,382,0,6.01,8.52,0,0,4.19,68.16,48.08,20.08,0.29460093896713613,0,0.0,0.0,3.8099999999999996,3.8099999999999996
2024-08-19,SKU_13,WH_3,SUP_7,North,11,656,14,382,0,6.01,8.52,0,0,11.89,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,-0.8900000000000006,0.8900000000000006
2024-08-20,SKU_13,WH_3,SUP_7,East,4,652,14,382,0,6.01,8.52,0,0,1.89,34.08,24.04,10.04,0.29460093896713613,0,0.0,0.0,2.1100000000000003,2.1100000000000003
2024-08-21,SKU_13,WH_3,SUP_7,North,19,633,14,382,0,6.01,8.52,0,0,24.62,161.88,114.19,47.69,0.29460093896713613,0,0.0,0.0,-5.620000000000001,5.620000000000001
2024-08-22,SKU_13,WH_3,SUP_7,West,20,613,14,382,0,6.01,8.52,0,0,17.86,170.39999999999998,120.19999999999999,50.19999999999999,0.29460093896713613,0,0.0,0.0,2.1400000000000006,2.1400000000000006
2024-08-23,SKU_13,WH_3,SUP_7,South,18,595,14,382,0,6.01,8.52,0,0,17.4,153.35999999999999,108.17999999999999,45.17999999999999,0.29460093896713613,0,0.0,0.0,0.6000000000000014,0.6000000000000014
2024-08-24,SKU_13,WH_3,SUP_7,South,10,585,14,382,0,6.01,8.52,0,0,7.19,85.19999999999999,60.099999999999994,25.099999999999994,0.29460093896713613,0,0.0,0.0,2.8099999999999996,2.8099999999999996
2024-08-25,SKU_13,WH_3,SUP_7,East,11,574,14,382,0,6.01,8.52,0,0,8.27,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,2.7300000000000004,2.7300000000000004
2024-08-26,SKU_13,WH_3,SUP_7,West,9,565,14,382,0,6.01,8.52,0,0,13.84,76.67999999999999,54.089999999999996,22.589999999999996,0.29460093896713613,0,0.0,0.0,-4.84,4.84
2024-08-27,SKU_13,WH_3,SUP_7,South,17,548,14,382,0,6.01,8.52,0,0,13.05,144.84,102.17,42.67,0.29460093896713613,0,0.0,0.0,3.9499999999999993,3.9499999999999993
2024-08-28,SKU_13,WH_3,SUP_7,South,15,533,14,382,0,6.01,8.52,0,0,15.74,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,-0.7400000000000002,0.7400000000000002
2024-08-29,SKU_13,WH_3,SUP_7,South,11,522,14,382,0,6.01,8.52,1,0,18.36,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,-7.359999999999999,7.359999999999999
2024-08-30,SKU_13,WH_3,SUP_7,South,15,507,14,382,0,6.01,8.52,0,0,19.67,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,-4.670000000000002,4.670000000000002
2024-08-31,SKU_13,WH_3,SUP_7,East,3,504,14,382,0,6.01,8.52,0,0,6.88,25.56,18.03,7.529999999999998,0.2946009389671361,0,0.0,0.0,-3.88,3.88
2024-09-01,SKU_13,WH_3,SUP_7,South,0,504,14,382,0,6.01,8.52,0,0,0.37,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.37,0.37
2024-09-02,SKU_13,WH_3,SUP_7,South,13,491,14,382,0,6.01,8.52,0,0,9.52,110.75999999999999,78.13,32.629999999999995,0.29460093896713613,0,0.0,0.0,3.4800000000000004,3.4800000000000004
2024-09-03,SKU_13,WH_3,SUP_7,South,10,481,14,382,0,6.01,8.52,0,0,8.36,85.19999999999999,60.099999999999994,25.099999999999994,0.29460093896713613,0,0.0,0.0,1.6400000000000006,1.6400000000000006
2024-09-04,SKU_13,WH_3,SUP_7,West,13,468,14,382,0,6.01,8.52,0,0,14.04,110.75999999999999,78.13,32.629999999999995,0.29460093896713613,0,0.0,0.0,-1.0399999999999991,1.0399999999999991
2024-09-05,SKU_13,WH_3,SUP_7,West,14,454,14,382,0,6.01,8.52,0,0,12.51,119.28,84.14,35.14,0.29460093896713613,0,0.0,0.0,1.4900000000000002,1.4900000000000002
2024-09-06,SKU_13,WH_3,SUP_7,West,8,446,14,382,0,6.01,8.52,0,0,3.1,68.16,48.08,20.08,0.29460093896713613,0,0.0,0.0,4.9,4.9
2024-09-07,SKU_13,WH_3,SUP_7,South,13,433,14,382,0,6.01,8.52,0,0,7.4,110.75999999999999,78.13,32.629999999999995,0.29460093896713613,0,0.0,0.0,5.6,5.6
2024-09-08,SKU_13,WH_3,SUP_7,West,4,429,14,382,0,6.01,8.52,0,0,6.89,34.08,24.04,10.04,0.29460093896713613,0,0.0,0.0,-2.8899999999999997,2.8899999999999997
2024-09-09,SKU_13,WH_3,SUP_7,North,12,417,14,382,0,6.01,8.52,0,0,14.41,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,-2.41,2.41
2024-09-10,SKU_13,WH_3,SUP_7,West,10,407,14,382,0,6.01,8.52,0,0,13.57,85.19999999999999,60.099999999999994,25.099999999999994,0.29460093896713613,0,0.0,0.0,-3.5700000000000003,3.5700000000000003
2024-09-11,SKU_13,WH_3,SUP_7,West,23,384,14,382,0,6.01,8.52,1,0,15.42,195.95999999999998,138.23,57.72999999999999,0.29460093896713613,0,0.0,0.0,7.58,7.58
2024-09-12,SKU_13,WH_3,SUP_7,North,3,381,14,382,0,6.01,8.52,0,0,2.78,25.56,18.03,7.529999999999998,0.2946009389671361,1,0.0,0.0,0.2200000000000002,0.2200000000000002
2024-09-13,SKU_13,WH_3,SUP_7,East,7,666,14,382,292,6.01,8.52,0,0,7.42,59.64,42.07,17.57,0.29460093896713613,0,0.0,0.0,-0.41999999999999993,0.41999999999999993
2024-09-14,SKU_13,WH_3,SUP_7,West,13,653,14,382,0,6.01,8.52,0,0,11.13,110.75999999999999,78.13,32.629999999999995,0.29460093896713613,0,0.0,0.0,1.8699999999999992,1.8699999999999992
2024-09-15,SKU_13,WH_3,SUP_7,East,11,642,14,382,0,6.01,8.52,0,0,10.97,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,0.02999999999999936,0.02999999999999936
2024-09-16,SKU_13,WH_3,SUP_7,East,12,630,14,382,0,6.01,8.52,0,0,14.91,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,-2.91,2.91
2024-09-17,SKU_13,WH_3,SUP_7,East,16,614,14,382,0,6.01,8.52,0,0,18.94,136.32,96.16,40.16,0.29460093896713613,0,0.0,0.0,-2.9400000000000013,2.9400000000000013
2024-09-18,SKU_13,WH_3,SUP_7,East,9,605,14,382,0,6.01,8.52,0,0,12.3,76.67999999999999,54.089999999999996,22.589999999999996,0.29460093896713613,0,0.0,0.0,-3.3000000000000007,3.3000000000000007
2024-09-19,SKU_13,WH_3,SUP_7,East,16,589,14,382,0,6.01,8.52,1,0,16.79,136.32,96.16,40.16,0.29460093896713613,0,0.0,0.0,-0.7899999999999991,0.7899999999999991
2024-09-20,SKU_13,WH_3,SUP_7,East,13,576,14,382,0,6.01,8.52,0,0,14.5,110.75999999999999,78.13,32.629999999999995,0.29460093896713613,0,0.0,0.0,-1.5,1.5
2024-09-21,SKU_13,WH_3,SUP_7,East,12,564,14,382,0,6.01,8.52,0,0,10.51,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,1.4900000000000002,1.4900000000000002
2024-09-22,SKU_13,WH_3,SUP_7,North,11,553,14,382,0,6.01,8.52,0,0,11.63,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,-0.6300000000000008,0.6300000000000008
2024-09-23,SKU_13,WH_3,SUP_7,East,17,536,14,382,0,6.01,8.52,0,0,18.06,144.84,102.17,42.67,0.29460093896713613,0,0.0,0.0,-1.0599999999999987,1.0599999999999987
2024-09-24,SKU_13,WH_3,SUP_7,East,7,529,14,382,0,6.01,8.52,0,0,8.08,59.64,42.07,17.57,0.29460093896713613,0,0.0,0.0,-1.08,1.08
2024-09-25,SKU_13,WH_3,SUP_7,South,3,526,14,382,0,6.01,8.52,1,0,5.48,25.56,18.03,7.529999999999998,0.2946009389671361,0,0.0,0.0,-2.4800000000000004,2.4800000000000004
2024-09-26,SKU_13,WH_3,SUP_7,North,15,511,14,382,0,6.01,8.52,0,0,16.07,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,-1.0700000000000003,1.0700000000000003
2024-09-27,SKU_13,WH_3,SUP_7,South,6,505,14,382,0,6.01,8.52,0,0,4.37,51.12,36.06,15.059999999999995,0.2946009389671361,0,0.0,0.0,1.63,1.63
2024-09-28,SKU_13,WH_3,SUP_7,West,9,496,14,382,0,6.01,8.52,1,0,10.1,76.67999999999999,54.089999999999996,22.589999999999996,0.29460093896713613,0,0.0,0.0,-1.0999999999999996,1.0999999999999996
2024-09-29,SKU_13,WH_3,SUP_7,South,21,475,14,382,0,6.01,8.52,0,0,19.21,178.92,126.21,52.709999999999994,0.29460093896713613,0,0.0,0.0,1.7899999999999991,1.7899999999999991
2024-09-30,SKU_13,WH_3,SUP_7,East,27,448,14,382,0,6.01,8.52,1,0,27.14,230.04,162.26999999999998,67.77000000000001,0.2946009389671362,0,0.0,0.0,-0.14000000000000057,0.14000000000000057
2024-10-01,SKU_13,WH_3,SUP_7,North,7,441,14,382,0,6.01,8.52,0,0,6.72,59.64,42.07,17.57,0.29460093896713613,0,0.0,0.0,0.28000000000000025,0.28000000000000025
2024-10-02,SKU_13,WH_3,SUP_7,North,8,433,14,382,0,6.01,8.52,0,0,0.0,68.16,48.08,20.08,0.29460093896713613,0,0.0,0.0,8.0,8.0
2024-10-03,SKU_13,WH_3,SUP_7,West,11,422,14,382,0,6.01,8.52,0,0,17.87,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,-6.870000000000001,6.870000000000001
2024-10-04,SKU_13,WH_3,SUP_7,East,12,410,14,382,0,6.01,8.52,0,0,12.67,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,-0.6699999999999999,0.6699999999999999
2024-10-05,SKU_13,WH_3,SUP_7,South,10,400,14,382,0,6.01,8.52,0,0,10.81,85.19999999999999,60.099999999999994,25.099999999999994,0.29460093896713613,0,0.0,0.0,-0.8100000000000005,0.8100000000000005
2024-10-06,SKU_13,WH_3,SUP_7,West,6,394,14,382,0,6.01,8.52,0,0,4.59,51.12,36.06,15.059999999999995,0.2946009389671361,0,0.0,0.0,1.4100000000000001,1.4100000000000001
2024-10-07,SKU_13,WH_3,SUP_7,East,6,388,14,382,0,6.01,8.52,1,0,9.48,51.12,36.06,15.059999999999995,0.2946009389671361,0,0.0,0.0,-3.4800000000000004,3.4800000000000004
2024-10-08,SKU_13,WH_3,SUP_7,West,16,372,14,382,0,6.01,8.52,0,0,18.85,136.32,96.16,40.16,0.29460093896713613,1,0.0,0.0,-2.8500000000000014,2.8500000000000014
2024-10-09,SKU_13,WH_3,SUP_7,North,6,693,14,382,327,6.01,8.52,0,0,5.61,51.12,36.06,15.059999999999995,0.2946009389671361,0,0.0,0.0,0.3899999999999997,0.3899999999999997
2024-10-10,SKU_13,WH_3,SUP_7,East,8,685,14,382,0,6.01,8.52,0,0,10.0,68.16,48.08,20.08,0.29460093896713613,0,0.0,0.0,-2.0,2.0
2024-10-11,SKU_13,WH_3,SUP_7,South,15,670,14,382,0,6.01,8.52,0,0,19.02,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,-4.02,4.02
2024-10-12,SKU_13,WH_3,SUP_7,North,15,655,14,382,0,6.01,8.52,1,0,16.4,127.8,90.14999999999999,37.650000000000006,0.2946009389671362,0,0.0,0.0,-1.3999999999999986,1.3999999999999986
2024-10-13,SKU_13,WH_3,SUP_7,East,12,643,14,382,0,6.01,8.52,0,0,8.19,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,3.8100000000000005,3.8100000000000005
2024-10-14,SKU_13,WH_3,SUP_7,South,8,635,14,382,0,6.01,8.52,0,0,9.96,68.16,48.08,20.08,0.29460093896713613,0,0.0,0.0,-1.9600000000000009,1.9600000000000009
2024-10-15,SKU_13,WH_3,SUP_7,East,17,618,14,382,0,6.01,8.52,0,0,16.92,144.84,102.17,42.67,0.29460093896713613,0,0.0,0.0,0.0799999999999983,0.0799999999999983
2024-10-16,SKU_13,WH_3,SUP_7,South,11,607,14,382,0,6.01,8.52,0,0,19.38,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,-8.379999999999999,8.379999999999999
2024-10-17,SKU_13,WH_3,SUP_7,North,9,598,14,382,0,6.01,8.52,0,0,9.05,76.67999999999999,54.089999999999996,22.589999999999996,0.29460093896713613,0,0.0,0.0,-0.05000000000000071,0.05000000000000071
2024-10-18,SKU_13,WH_3,SUP_7,West,0,598,14,382,0,6.01,8.52,0,0,0.83,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.83,0.83
2024-10-19,SKU_13,WH_3,SUP_7,West,17,581,14,382,0,6.01,8.52,0,0,18.81,144.84,102.17,42.67,0.29460093896713613,0,0.0,0.0,-1.8099999999999987,1.8099999999999987
2024-10-20,SKU_13,WH_3,SUP_7,East,2,579,14,382,0,6.01,8.52,0,0,3.26,17.04,12.02,5.02,0.29460093896713613,0,0.0,0.0,-1.2599999999999998,1.2599999999999998
2024-10-21,SKU_13,WH_3,SUP_7,East,10,569,14,382,0,6.01,8.52,0,0,6.97,85.19999999999999,60.099999999999994,25.099999999999994,0.29460093896713613,0,0.0,0.0,3.0300000000000002,3.0300000000000002
2024-10-22,SKU_13,WH_3,SUP_7,North,0,569,14,382,0,6.01,8.52,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2024-10-23,SKU_13,WH_3,SUP_7,West,17,552,14,382,0,6.01,8.52,0,0,12.4,144.84,102.17,42.67,0.29460093896713613,0,0.0,0.0,4.6,4.6
2024-10-24,SKU_13,WH_3,SUP_7,East,4,548,14,382,0,6.01,8.52,0,0,3.69,34.08,24.04,10.04,0.29460093896713613,0,0.0,0.0,0.31000000000000005,0.31000000000000005
2024-10-25,SKU_13,WH_3,SUP_7,North,11,537,14,382,0,6.01,8.52,1,0,11.78,93.72,66.11,27.61,0.29460093896713613,0,0.0,0.0,-0.7799999999999994,0.7799999999999994
2024-10-26,SKU_13,WH_3,SUP_7,North,19,518,14,382,0,6.01,8.52,0,0,21.09,161.88,114.19,47.69,0.29460093896713613,0,0.0,0.0,-2.09,2.09
2024-10-27,SKU_13,WH_3,SUP_7,West,16,502,14,382,0,6.01,8.52,0,0,18.55,136.32,96.16,40.16,0.29460093896713613,0,0.0,0.0,-2.5500000000000007,2.5500000000000007
2024-10-28,SKU_13,WH_3,SUP_7,West,8,494,14,382,0,6.01,8.52,0,0,8.43,68.16,48.08,20.08,0.29460093896713613,0,0.0,0.0,-0.4299999999999997,0.4299999999999997
2024-10-29,SKU_13,WH_3,SUP_7,North,12,482,14,382,0,6.01,8.52,0,0,13.89,102.24,72.12,30.11999999999999,0.2946009389671361,0,0.0,0.0,-1.8900000000000006,1.8900000000000006
2024-10-30,SKU_13,WH_3,SUP_7,West,10,472,14,382,0,6.01,8.52,0,0,10.66,85.19999999999999,60.099999999999994,25.099999999999994,0.29460093896713613,0,0.0,0.0,-0.6600000000000001,0.6600000000000001
