date,sku_id,warehouse_id,supplier_id,unit_cost,unit_price,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,promotion_flag,stockout_flag,demand_forecast,total_revenue,total_cost,profit,profit_margin,below_reorder_flag,lost_sales_units,lost_revenue,forecast_error,abs_forecast_error,region
2024-08-21,SKU_4,WH_3,SUP_6,11.33,16.47,13,512,7,279,0,0,0,10.79,214.11,147.29,66.82,0.3120825743776563,0,0.0,0.0,2.210000000000001,2.210000000000001,South
2024-08-22,SKU_4,WH_3,SUP_6,11.33,16.47,20,492,7,279,0,0,0,18.48,329.4,226.6,102.79999999999998,0.3120825743776563,0,0.0,0.0,1.5199999999999996,1.5199999999999996,North
2024-08-23,SKU_4,WH_3,SUP_6,11.33,16.47,23,469,7,279,0,0,0,26.0,378.81,260.59,118.21999999999996,0.3120825743776563,0,0.0,0.0,-3.0,3.0,North
2024-08-24,SKU_4,WH_3,SUP_6,11.33,16.47,3,466,7,279,0,0,0,10.68,49.41,33.99,15.419999999999996,0.3120825743776562,0,0.0,0.0,-7.68,7.68,East
2024-08-25,SKU_4,WH_3,SUP_6,11.33,16.47,10,456,7,279,0,0,0,7.8,164.7,113.3,51.39999999999999,0.3120825743776563,0,0.0,0.0,2.2,2.2,North
2024-08-26,SKU_4,WH_3,SUP_6,11.33,16.47,20,436,7,279,0,0,0,23.48,329.4,226.6,102.79999999999998,0.3120825743776563,0,0.0,0.0,-3.4800000000000004,3.4800000000000004,East
2024-08-27,SKU_4,WH_3,SUP_6,11.33,16.47,24,412,7,279,0,1,0,25.12,395.28,271.92,123.35999999999996,0.3120825743776562,0,0.0,0.0,-1.120000000000001,1.120000000000001,North
2024-08-28,SKU_4,WH_3,SUP_6,11.33,16.47,9,403,7,279,0,0,0,13.12,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-4.119999999999999,4.119999999999999,South
2024-08-29,SKU_4,WH_3,SUP_6,11.33,16.47,5,398,7,279,0,0,0,2.79,82.35,56.65,25.7,0.3120825743776563,0,0.0,0.0,2.21,2.21,South
2024-08-30,SKU_4,WH_3,SUP_6,11.33,16.47,10,388,7,279,0,0,0,13.98,164.7,113.3,51.39999999999999,0.3120825743776563,0,0.0,0.0,-3.98,3.98,North
2024-08-31,SKU_4,WH_3,SUP_6,11.33,16.47,10,378,7,279,0,0,0,14.27,164.7,113.3,51.39999999999999,0.3120825743776563,0,0.0,0.0,-4.27,4.27,South
2024-09-01,SKU_4,WH_3,SUP_6,11.33,16.47,9,369,7,279,0,0,0,7.58,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,1.42,1.42,South
2024-09-02,SKU_4,WH_3,SUP_6,11.33,16.47,18,351,7,279,0,1,0,15.54,296.46,203.94,92.51999999999998,0.3120825743776563,0,0.0,0.0,2.460000000000001,2.460000000000001,East
2024-09-03,SKU_4,WH_3,SUP_6,11.33,16.47,19,332,7,279,0,0,0,21.39,312.92999999999995,215.27,97.65999999999994,0.3120825743776562,0,0.0,0.0,-2.390000000000001,2.390000000000001,North
2024-09-04,SKU_4,WH_3,SUP_6,11.33,16.47,11,321,7,279,0,0,0,13.01,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,-2.01,2.01,North
2024-09-05,SKU_4,WH_3,SUP_6,11.33,16.47,11,310,7,279,0,1,0,10.43,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,0.5700000000000003,0.5700000000000003,North
2024-09-06,SKU_4,WH_3,SUP_6,11.33,16.47,2,308,7,279,0,0,0,5.59,32.94,22.66,10.279999999999998,0.3120825743776563,0,0.0,0.0,-3.59,3.59,East
2024-09-07,SKU_4,WH_3,SUP_6,11.33,16.47,14,294,7,279,0,0,0,18.24,230.58,158.62,71.95999999999998,0.3120825743776563,0,0.0,0.0,-4.239999999999998,4.239999999999998,North
2024-09-08,SKU_4,WH_3,SUP_6,11.33,16.47,11,283,7,279,0,0,0,16.53,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,-5.530000000000001,5.530000000000001,North
2024-09-09,SKU_4,WH_3,SUP_6,11.33,16.47,4,279,7,279,0,0,0,1.62,65.88,45.32,20.559999999999995,0.3120825743776563,1,0.0,0.0,2.38,2.38,South
2024-09-10,SKU_4,WH_3,SUP_6,11.33,16.47,6,646,7,279,373,0,0,9.5,98.82,67.98,30.83999999999999,0.3120825743776562,0,0.0,0.0,-3.5,3.5,North
2024-09-11,SKU_4,WH_3,SUP_6,11.33,16.47,4,642,7,279,0,0,0,0.0,65.88,45.32,20.559999999999995,0.3120825743776563,0,0.0,0.0,4.0,4.0,West
2024-09-12,SKU_4,WH_3,SUP_6,11.33,16.47,6,636,7,279,0,0,0,8.23,98.82,67.98,30.83999999999999,0.3120825743776562,0,0.0,0.0,-2.2300000000000004,2.2300000000000004,East
2024-09-13,SKU_4,WH_3,SUP_6,11.33,16.47,7,629,7,279,0,0,0,8.31,115.29,79.31,35.97999999999999,0.3120825743776563,0,0.0,0.0,-1.3100000000000005,1.3100000000000005,West
2024-09-14,SKU_4,WH_3,SUP_6,11.33,16.47,9,620,7,279,0,1,0,9.92,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-0.92,0.92,West
2024-09-15,SKU_4,WH_3,SUP_6,11.33,16.47,9,611,7,279,0,0,0,13.8,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-4.800000000000001,4.800000000000001,North
2024-09-16,SKU_4,WH_3,SUP_6,11.33,16.47,19,592,7,279,0,0,0,17.83,312.92999999999995,215.27,97.65999999999994,0.3120825743776562,0,0.0,0.0,1.1700000000000017,1.1700000000000017,South
2024-09-17,SKU_4,WH_3,SUP_6,11.33,16.47,6,586,7,279,0,0,0,0.0,98.82,67.98,30.83999999999999,0.3120825743776562,0,0.0,0.0,6.0,6.0,East
2024-09-18,SKU_4,WH_3,SUP_6,11.33,16.47,5,581,7,279,0,0,0,9.58,82.35,56.65,25.7,0.3120825743776563,0,0.0,0.0,-4.58,4.58,West
2024-09-19,SKU_4,WH_3,SUP_6,11.33,16.47,11,570,7,279,0,0,0,16.29,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,-5.289999999999999,5.289999999999999,North
2024-09-20,SKU_4,WH_3,SUP_6,11.33,16.47,10,560,7,279,0,0,0,2.13,164.7,113.3,51.39999999999999,0.3120825743776563,0,0.0,0.0,7.87,7.87,North
2024-09-21,SKU_4,WH_3,SUP_6,11.33,16.47,14,546,7,279,0,0,0,19.13,230.58,158.62,71.95999999999998,0.3120825743776563,0,0.0,0.0,-5.129999999999999,5.129999999999999,South
2024-09-22,SKU_4,WH_3,SUP_6,11.33,16.47,9,537,7,279,0,0,0,9.19,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-0.1899999999999995,0.1899999999999995,West
2024-09-23,SKU_4,WH_3,SUP_6,11.33,16.47,15,522,7,279,0,0,0,13.99,247.05,169.95,77.1,0.3120825743776563,0,0.0,0.0,1.0099999999999998,1.0099999999999998,East
2024-09-24,SKU_4,WH_3,SUP_6,11.33,16.47,11,511,7,279,0,0,0,11.21,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,-0.2100000000000008,0.2100000000000008,North
2024-09-25,SKU_4,WH_3,SUP_6,11.33,16.47,2,509,7,279,0,0,0,5.36,32.94,22.66,10.279999999999998,0.3120825743776563,0,0.0,0.0,-3.3600000000000003,3.3600000000000003,South
2024-09-26,SKU_4,WH_3,SUP_6,11.33,16.47,14,495,7,279,0,0,0,14.5,230.58,158.62,71.95999999999998,0.3120825743776563,0,0.0,0.0,-0.5,0.5,East
2024-09-27,SKU_4,WH_3,SUP_6,11.33,16.47,7,488,7,279,0,0,0,9.68,115.29,79.31,35.97999999999999,0.3120825743776563,0,0.0,0.0,-2.68,2.68,East
2024-09-28,SKU_4,WH_3,SUP_6,11.33,16.47,13,475,7,279,0,0,0,15.02,214.11,147.29,66.82,0.3120825743776563,0,0.0,0.0,-2.02,2.02,East
2024-09-29,SKU_4,WH_3,SUP_6,11.33,16.47,8,467,7,279,0,0,0,9.27,131.76,90.64,41.11999999999999,0.3120825743776563,0,0.0,0.0,-1.2699999999999996,1.2699999999999996,West
2024-09-30,SKU_4,WH_3,SUP_6,11.33,16.47,15,452,7,279,0,0,0,12.52,247.05,169.95,77.1,0.3120825743776563,0,0.0,0.0,2.4800000000000004,2.4800000000000004,South
2024-10-01,SKU_4,WH_3,SUP_6,11.33,16.47,15,437,7,279,0,0,0,15.67,247.05,169.95,77.1,0.3120825743776563,0,0.0,0.0,-0.6699999999999999,0.6699999999999999,West
2024-10-02,SKU_4,WH_3,SUP_6,11.33,16.47,9,428,7,279,0,0,0,9.43,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-0.4299999999999997,0.4299999999999997,East
2024-10-03,SKU_4,WH_3,SUP_6,11.33,16.47,9,419,7,279,0,0,0,4.98,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,4.02,4.02,East
2024-10-04,SKU_4,WH_3,SUP_6,11.33,16.47,5,414,7,279,0,0,0,6.79,82.35,56.65,25.7,0.3120825743776563,0,0.0,0.0,-1.79,1.79,East
2024-10-05,SKU_4,WH_3,SUP_6,11.33,16.47,15,399,7,279,0,0,0,14.29,247.05,169.95,77.1,0.3120825743776563,0,0.0,0.0,0.7100000000000009,0.7100000000000009,East
2024-10-06,SKU_4,WH_3,SUP_6,11.33,16.47,7,392,7,279,0,0,0,11.16,115.29,79.31,35.97999999999999,0.3120825743776563,0,0.0,0.0,-4.16,4.16,South
2024-10-07,SKU_4,WH_3,SUP_6,11.33,16.47,4,388,7,279,0,0,0,4.41,65.88,45.32,20.559999999999995,0.3120825743776563,0,0.0,0.0,-0.4100000000000001,0.4100000000000001,West
2024-10-08,SKU_4,WH_3,SUP_6,11.33,16.47,15,373,7,279,0,0,0,12.75,247.05,169.95,77.1,0.3120825743776563,0,0.0,0.0,2.25,2.25,North
2024-10-09,SKU_4,WH_3,SUP_6,11.33,16.47,18,355,7,279,0,0,0,17.8,296.46,203.94,92.51999999999998,0.3120825743776563,0,0.0,0.0,0.1999999999999993,0.1999999999999993,East
2024-10-10,SKU_4,WH_3,SUP_6,11.33,16.47,8,347,7,279,0,0,0,10.22,131.76,90.64,41.11999999999999,0.3120825743776563,0,0.0,0.0,-2.2200000000000006,2.2200000000000006,West
2024-10-11,SKU_4,WH_3,SUP_6,11.33,16.47,17,330,7,279,0,0,0,20.33,279.99,192.61,87.38,0.3120825743776563,0,0.0,0.0,-3.3299999999999983,3.3299999999999983,West
2024-10-12,SKU_4,WH_3,SUP_6,11.33,16.47,13,317,7,279,0,0,0,10.58,214.11,147.29,66.82,0.3120825743776563,0,0.0,0.0,2.42,2.42,East
2024-10-13,SKU_4,WH_3,SUP_6,11.33,16.47,17,300,7,279,0,0,0,14.39,279.99,192.61,87.38,0.3120825743776563,0,0.0,0.0,2.6099999999999994,2.6099999999999994,South
2024-10-14,SKU_4,WH_3,SUP_6,11.33,16.47,9,291,7,279,0,0,0,11.01,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-2.01,2.01,South
2024-10-15,SKU_4,WH_3,SUP_6,11.33,16.47,15,276,7,279,0,0,0,12.82,247.05,169.95,77.1,0.3120825743776563,1,0.0,0.0,2.18,2.18,East
2024-10-16,SKU_4,WH_3,SUP_6,11.33,16.47,11,676,7,279,411,0,0,8.3,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,2.6999999999999997,2.6999999999999997,West
2024-10-17,SKU_4,WH_3,SUP_6,11.33,16.47,17,659,7,279,0,0,0,19.34,279.99,192.61,87.38,0.3120825743776563,0,0.0,0.0,-2.34,2.34,East
2024-10-18,SKU_4,WH_3,SUP_6,11.33,16.47,14,645,7,279,0,0,0,12.57,230.58,158.62,71.95999999999998,0.3120825743776563,0,0.0,0.0,1.4299999999999995,1.4299999999999995,West
2024-10-19,SKU_4,WH_3,SUP_6,11.33,16.47,9,636,7,279,0,0,0,9.25,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-0.25,0.25,North
2024-10-20,SKU_4,WH_3,SUP_6,11.33,16.47,12,624,7,279,0,0,0,13.3,197.64,135.96,61.67999999999998,0.3120825743776562,0,0.0,0.0,-1.3000000000000007,1.3000000000000007,West
2024-10-21,SKU_4,WH_3,SUP_6,11.33,16.47,9,615,7,279,0,0,0,6.51,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,2.49,2.49,East
2024-10-22,SKU_4,WH_3,SUP_6,11.33,16.47,8,607,7,279,0,0,0,9.38,131.76,90.64,41.11999999999999,0.3120825743776563,0,0.0,0.0,-1.3800000000000008,1.3800000000000008,West
2024-10-23,SKU_4,WH_3,SUP_6,11.33,16.47,7,600,7,279,0,0,0,5.68,115.29,79.31,35.97999999999999,0.3120825743776563,0,0.0,0.0,1.3200000000000005,1.3200000000000005,South
2024-10-24,SKU_4,WH_3,SUP_6,11.33,16.47,7,593,7,279,0,1,0,5.39,115.29,79.31,35.97999999999999,0.3120825743776563,0,0.0,0.0,1.6100000000000003,1.6100000000000003,East
2024-10-25,SKU_4,WH_3,SUP_6,11.33,16.47,9,584,7,279,0,0,0,20.42,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-11.420000000000002,11.420000000000002,South
2024-10-26,SKU_4,WH_3,SUP_6,11.33,16.47,12,572,7,279,0,0,0,12.37,197.64,135.96,61.67999999999998,0.3120825743776562,0,0.0,0.0,-0.3699999999999992,0.3699999999999992,West
2024-10-27,SKU_4,WH_3,SUP_6,11.33,16.47,12,560,7,279,0,0,0,13.16,197.64,135.96,61.67999999999998,0.3120825743776562,0,0.0,0.0,-1.16,1.16,South
2024-10-28,SKU_4,WH_3,SUP_6,11.33,16.47,7,553,7,279,0,1,0,7.56,115.29,79.31,35.97999999999999,0.3120825743776563,0,0.0,0.0,-0.5599999999999996,0.5599999999999996,East
2024-10-29,SKU_4,WH_3,SUP_6,11.33,16.47,12,541,7,279,0,0,0,14.16,197.64,135.96,61.67999999999998,0.3120825743776562,0,0.0,0.0,-2.16,2.16,North
2024-10-30,SKU_4,WH_3,SUP_6,11.33,16.47,2,539,7,279,0,0,0,0.0,32.94,22.66,10.279999999999998,0.3120825743776563,0,0.0,0.0,2.0,2.0,East
2024-10-31,SKU_4,WH_3,SUP_6,11.33,16.47,19,520,7,279,0,0,0,22.21,312.92999999999995,215.27,97.65999999999994,0.3120825743776562,0,0.0,0.0,-3.210000000000001,3.210000000000001,North
2024-11-01,SKU_4,WH_3,SUP_6,11.33,16.47,11,509,7,279,0,0,0,9.36,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,1.6400000000000006,1.6400000000000006,North
2024-11-02,SKU_4,WH_3,SUP_6,11.33,16.47,11,498,7,279,0,0,0,10.65,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,0.3499999999999996,0.3499999999999996,West
2024-11-03,SKU_4,WH_3,SUP_6,11.33,16.47,20,478,7,279,0,0,0,17.38,329.4,226.6,102.79999999999998,0.3120825743776563,0,0.0,0.0,2.620000000000001,2.620000000000001,East
2024-11-04,SKU_4,WH_3,SUP_6,11.33,16.47,16,462,7,279,0,0,0,12.21,263.52,181.28,82.23999999999998,0.3120825743776563,0,0.0,0.0,3.789999999999999,3.789999999999999,South
2024-11-05,SKU_4,WH_3,SUP_6,11.33,16.47,2,460,7,279,0,0,0,0.0,32.94,22.66,10.279999999999998,0.3120825743776563,0,0.0,0.0,2.0,2.0,North
2024-11-06,SKU_4,WH_3,SUP_6,11.33,16.47,3,457,7,279,0,0,0,1.88,49.41,33.99,15.419999999999996,0.3120825743776562,0,0.0,0.0,1.12,1.12,South
2024-11-07,SKU_4,WH_3,SUP_6,11.33,16.47,15,442,7,279,0,0,0,14.35,247.05,169.95,77.1,0.3120825743776563,0,0.0,0.0,0.6500000000000004,0.6500000000000004,South
2024-11-08,SKU_4,WH_3,SUP_6,11.33,16.47,6,436,7,279,0,0,0,2.52,98.82,67.98,30.83999999999999,0.3120825743776562,0,0.0,0.0,3.48,3.48,East
2024-11-09,SKU_4,WH_3,SUP_6,11.33,16.47,18,418,7,279,0,0,0,18.41,296.46,203.94,92.51999999999998,0.3120825743776563,0,0.0,0.0,-0.4100000000000001,0.4100000000000001,East
2024-11-10,SKU_4,WH_3,SUP_6,11.33,16.47,5,413,7,279,0,0,0,4.58,82.35,56.65,25.7,0.3120825743776563,0,0.0,0.0,0.4199999999999999,0.4199999999999999,East
2024-11-11,SKU_4,WH_3,SUP_6,11.33,16.47,14,399,7,279,0,0,0,17.24,230.58,158.62,71.95999999999998,0.3120825743776563,0,0.0,0.0,-3.2399999999999984,3.2399999999999984,North
2024-11-12,SKU_4,WH_3,SUP_6,11.33,16.47,10,389,7,279,0,0,0,7.81,164.7,113.3,51.39999999999999,0.3120825743776563,0,0.0,0.0,2.1900000000000004,2.1900000000000004,West
2024-11-13,SKU_4,WH_3,SUP_6,11.33,16.47,12,377,7,279,0,0,0,7.97,197.64,135.96,61.67999999999998,0.3120825743776562,0,0.0,0.0,4.03,4.03,West
2024-11-14,SKU_4,WH_3,SUP_6,11.33,16.47,13,364,7,279,0,0,0,14.25,214.11,147.29,66.82,0.3120825743776563,0,0.0,0.0,-1.25,1.25,East
2024-11-15,SKU_4,WH_3,SUP_6,11.33,16.47,14,350,7,279,0,0,0,12.21,230.58,158.62,71.95999999999998,0.3120825743776563,0,0.0,0.0,1.7899999999999991,1.7899999999999991,North
2024-11-16,SKU_4,WH_3,SUP_6,11.33,16.47,20,330,7,279,0,0,0,17.16,329.4,226.6,102.79999999999998,0.3120825743776563,0,0.0,0.0,2.84,2.84,East
2024-11-17,SKU_4,WH_3,SUP_6,11.33,16.47,15,315,7,279,0,1,0,11.18,247.05,169.95,77.1,0.3120825743776563,0,0.0,0.0,3.82,3.82,West
2024-11-18,SKU_4,WH_3,SUP_6,11.33,16.47,12,303,7,279,0,0,0,16.45,197.64,135.96,61.67999999999998,0.3120825743776562,0,0.0,0.0,-4.449999999999999,4.449999999999999,North
2024-11-19,SKU_4,WH_3,SUP_6,11.33,16.47,8,295,7,279,0,0,0,9.36,131.76,90.64,41.11999999999999,0.3120825743776563,0,0.0,0.0,-1.3599999999999994,1.3599999999999994,West
2024-11-20,SKU_4,WH_3,SUP_6,11.33,16.47,7,288,7,279,0,0,0,4.82,115.29,79.31,35.97999999999999,0.3120825743776563,0,0.0,0.0,2.18,2.18,South
2024-11-21,SKU_4,WH_3,SUP_6,11.33,16.47,13,275,7,279,0,0,0,10.59,214.11,147.29,66.82,0.3120825743776563,1,0.0,0.0,2.41,2.41,North
2024-11-22,SKU_4,WH_3,SUP_6,11.33,16.47,19,745,7,279,489,0,0,13.09,312.92999999999995,215.27,97.65999999999994,0.3120825743776562,0,0.0,0.0,5.91,5.91,West
2024-11-23,SKU_4,WH_3,SUP_6,11.33,16.47,12,733,7,279,0,0,0,14.48,197.64,135.96,61.67999999999998,0.3120825743776562,0,0.0,0.0,-2.4800000000000004,2.4800000000000004,East
2024-11-24,SKU_4,WH_3,SUP_6,11.33,16.47,13,720,7,279,0,0,0,14.57,214.11,147.29,66.82,0.3120825743776563,0,0.0,0.0,-1.5700000000000005,1.5700000000000005,East
2024-11-25,SKU_4,WH_3,SUP_6,11.33,16.47,15,705,7,279,0,0,0,16.56,247.05,169.95,77.1,0.3120825743776563,0,0.0,0.0,-1.5599999999999987,1.5599999999999987,North
2024-11-26,SKU_4,WH_3,SUP_6,11.33,16.47,10,695,7,279,0,0,0,9.96,164.7,113.3,51.39999999999999,0.3120825743776563,0,0.0,0.0,0.0399999999999991,0.0399999999999991,East
2024-11-27,SKU_4,WH_3,SUP_6,11.33,16.47,23,672,7,279,0,0,0,18.65,378.81,260.59,118.21999999999996,0.3120825743776563,0,0.0,0.0,4.350000000000001,4.350000000000001,North
2024-11-28,SKU_4,WH_3,SUP_6,11.33,16.47,24,648,7,279,0,0,0,19.69,395.28,271.92,123.35999999999996,0.3120825743776562,0,0.0,0.0,4.309999999999999,4.309999999999999,North
2024-11-29,SKU_4,WH_3,SUP_6,11.33,16.47,20,628,7,279,0,0,0,16.19,329.4,226.6,102.79999999999998,0.3120825743776563,0,0.0,0.0,3.809999999999999,3.809999999999999,North
2024-11-30,SKU_4,WH_3,SUP_6,11.33,16.47,19,609,7,279,0,0,0,18.8,312.92999999999995,215.27,97.65999999999994,0.3120825743776562,0,0.0,0.0,0.1999999999999993,0.1999999999999993,West
2024-12-01,SKU_4,WH_3,SUP_6,11.33,16.47,9,600,7,279,0,0,0,9.73,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-0.7300000000000004,0.7300000000000004,South
2024-12-02,SKU_4,WH_3,SUP_6,11.33,16.47,8,592,7,279,0,0,0,7.87,131.76,90.64,41.11999999999999,0.3120825743776563,0,0.0,0.0,0.1299999999999999,0.1299999999999999,South
2024-12-03,SKU_4,WH_3,SUP_6,11.33,16.47,18,574,7,279,0,0,0,19.47,296.46,203.94,92.51999999999998,0.3120825743776563,0,0.0,0.0,-1.4699999999999989,1.4699999999999989,South
2024-12-04,SKU_4,WH_3,SUP_6,11.33,16.47,22,552,7,279,0,0,0,23.56,362.34,249.26,113.07999999999998,0.3120825743776563,0,0.0,0.0,-1.5599999999999987,1.5599999999999987,South
2024-12-05,SKU_4,WH_3,SUP_6,11.33,16.47,18,534,7,279,0,0,0,16.23,296.46,203.94,92.51999999999998,0.3120825743776563,0,0.0,0.0,1.7699999999999996,1.7699999999999996,North
2024-12-06,SKU_4,WH_3,SUP_6,11.33,16.47,13,521,7,279,0,0,0,18.44,214.11,147.29,66.82,0.3120825743776563,0,0.0,0.0,-5.440000000000001,5.440000000000001,South
2024-12-07,SKU_4,WH_3,SUP_6,11.33,16.47,20,501,7,279,0,0,0,17.15,329.4,226.6,102.79999999999998,0.3120825743776563,0,0.0,0.0,2.8500000000000014,2.8500000000000014,North
2024-12-08,SKU_4,WH_3,SUP_6,11.33,16.47,8,493,7,279,0,0,0,10.07,131.76,90.64,41.11999999999999,0.3120825743776563,0,0.0,0.0,-2.0700000000000003,2.0700000000000003,North
2024-12-09,SKU_4,WH_3,SUP_6,11.33,16.47,22,471,7,279,0,0,0,23.77,362.34,249.26,113.07999999999998,0.3120825743776563,0,0.0,0.0,-1.7699999999999996,1.7699999999999996,North
2024-12-10,SKU_4,WH_3,SUP_6,11.33,16.47,18,453,7,279,0,0,0,20.1,296.46,203.94,92.51999999999998,0.3120825743776563,0,0.0,0.0,-2.1000000000000014,2.1000000000000014,East
2024-12-11,SKU_4,WH_3,SUP_6,11.33,16.47,14,439,7,279,0,0,0,13.38,230.58,158.62,71.95999999999998,0.3120825743776563,0,0.0,0.0,0.6199999999999992,0.6199999999999992,North
2024-12-12,SKU_4,WH_3,SUP_6,11.33,16.47,11,428,7,279,0,0,0,15.1,181.17,124.63,56.53999999999999,0.3120825743776563,0,0.0,0.0,-4.1,4.1,South
2024-12-13,SKU_4,WH_3,SUP_6,11.33,16.47,23,405,7,279,0,0,0,21.17,378.81,260.59,118.21999999999996,0.3120825743776563,0,0.0,0.0,1.8299999999999983,1.8299999999999983,East
2024-12-14,SKU_4,WH_3,SUP_6,11.33,16.47,17,388,7,279,0,0,0,13.79,279.99,192.61,87.38,0.3120825743776563,0,0.0,0.0,3.210000000000001,3.210000000000001,West
2024-12-15,SKU_4,WH_3,SUP_6,11.33,16.47,19,369,7,279,0,0,0,20.44,312.92999999999995,215.27,97.65999999999994,0.3120825743776562,0,0.0,0.0,-1.4400000000000013,1.4400000000000013,North
2024-12-16,SKU_4,WH_3,SUP_6,11.33,16.47,23,346,7,279,0,0,0,24.4,378.81,260.59,118.21999999999996,0.3120825743776563,0,0.0,0.0,-1.3999999999999986,1.3999999999999986,South
2024-12-17,SKU_4,WH_3,SUP_6,11.33,16.47,19,327,7,279,0,0,0,15.08,312.92999999999995,215.27,97.65999999999994,0.3120825743776562,0,0.0,0.0,3.92,3.92,North
2024-12-18,SKU_4,WH_3,SUP_6,11.33,16.47,4,323,7,279,0,0,0,6.86,65.88,45.32,20.559999999999995,0.3120825743776563,0,0.0,0.0,-2.8600000000000003,2.8600000000000003,North
2024-12-19,SKU_4,WH_3,SUP_6,11.33,16.47,16,307,7,279,0,0,0,14.5,263.52,181.28,82.23999999999998,0.3120825743776563,0,0.0,0.0,1.5,1.5,North
2024-12-20,SKU_4,WH_3,SUP_6,11.33,16.47,17,290,7,279,0,0,0,7.84,279.99,192.61,87.38,0.3120825743776563,0,0.0,0.0,9.16,9.16,East
2024-12-21,SKU_4,WH_3,SUP_6,11.33,16.47,17,273,7,279,0,0,0,19.53,279.99,192.61,87.38,0.3120825743776563,1,0.0,0.0,-2.530000000000001,2.530000000000001,West
2024-12-22,SKU_4,WH_3,SUP_6,11.33,16.47,17,752,7,279,496,0,0,20.02,279.99,192.61,87.38,0.3120825743776563,0,0.0,0.0,-3.02,3.02,North
2024-12-23,SKU_4,WH_3,SUP_6,11.33,16.47,25,727,7,279,0,0,0,28.26,411.75,283.25,128.5,0.3120825743776563,0,0.0,0.0,-3.2600000000000016,3.2600000000000016,North
2024-12-24,SKU_4,WH_3,SUP_6,11.33,16.47,16,711,7,279,0,0,0,11.36,263.52,181.28,82.23999999999998,0.3120825743776563,0,0.0,0.0,4.640000000000001,4.640000000000001,North
2024-12-25,SKU_4,WH_3,SUP_6,11.33,16.47,9,702,7,279,0,0,0,10.69,148.23,101.97,46.25999999999999,0.3120825743776563,0,0.0,0.0,-1.6899999999999995,1.6899999999999995,West
2024-12-26,SKU_4,WH_3,SUP_6,11.33,16.47,20,682,7,279,0,0,0,23.21,329.4,226.6,102.79999999999998,0.3120825743776563,0,0.0,0.0,-3.210000000000001,3.210000000000001,North
2024-12-27,SKU_4,WH_3,SUP_6,11.33,16.47,26,656,7,279,0,0,0,26.28,428.22,294.58,133.64,0.3120825743776563,0,0.0,0.0,-0.2800000000000011,0.2800000000000011,North
2024-12-28,SKU_4,WH_3,SUP_6,11.33,16.47,22,634,7,279,0,0,0,24.11,362.34,249.26,113.07999999999998,0.3120825743776563,0,0.0,0.0,-2.1099999999999994,2.1099999999999994,West
2024-12-29,SKU_4,WH_3,SUP_6,11.33,16.47,20,614,7,279,0,0,0,21.43,329.4,226.6,102.79999999999998,0.3120825743776563,0,0.0,0.0,-1.4299999999999995,1.4299999999999995,East
2024-12-30,SKU_4,WH_3,SUP_6,11.33,16.47,18,596,7,279,0,0,0,15.05,296.46,203.94,92.51999999999998,0.3120825743776563,0,0.0,0.0,2.9499999999999997,2.9499999999999997,North
2024-01-01,SKU_4,WH_4,SUP_1,10.59,17.18,22,580,12,233,0,0,0,26.46,377.96,232.98,144.98,0.3835855646100116,0,0.0,0.0,-4.460000000000001,4.460000000000001,West
2024-01-02,SKU_4,WH_4,SUP_1,10.59,17.18,17,563,12,233,0,0,0,14.95,292.06,180.03,112.03,0.3835855646100116,0,0.0,0.0,2.0500000000000007,2.0500000000000007,West
2024-01-03,SKU_4,WH_4,SUP_1,10.59,17.18,25,538,12,233,0,0,0,27.07,429.5,264.75,164.75,0.3835855646100116,0,0.0,0.0,-2.0700000000000003,2.0700000000000003,West
2024-01-04,SKU_4,WH_4,SUP_1,10.59,17.18,23,515,12,233,0,0,0,28.38,395.14,243.57,151.57,0.3835855646100116,0,0.0,0.0,-5.379999999999999,5.379999999999999,West
2024-01-05,SKU_4,WH_4,SUP_1,10.59,17.18,25,490,12,233,0,0,0,27.33,429.5,264.75,164.75,0.3835855646100116,0,0.0,0.0,-2.3299999999999983,2.3299999999999983,North
